product_name,node_name,iso_year,iso_week,value,S_lot,lot_id_list
rice_A,CS_CAL,2024,01,0.0,0,[]
rice_A,CS_CAL,2024,02,0.0,0,[]
rice_A,CS_CAL,2024,03,0.0,0,[]
rice_A,CS_CAL,2024,04,0.0,0,[]
rice_A,CS_CAL,2024,05,0.0,0,[]
rice_A,CS_CAL,2024,06,0.0,0,[]
rice_A,CS_CAL,2024,07,0.0,0,[]
rice_A,CS_CAL,2024,08,0.0,0,[]
rice_A,CS_CAL,2024,09,0.0,0,[]
rice_A,CS_CAL,2024,10,0.0,0,[]
rice_A,CS_CAL,2024,11,0.0,0,[]
rice_A,CS_CAL,2024,12,0.0,0,[]
rice_A,CS_CAL,2024,13,0.0,0,[]
rice_A,CS_CAL,2024,14,0.0,0,[]
rice_A,CS_CAL,2024,15,0.0,0,[]
rice_A,CS_CAL,2024,16,0.0,0,[]
rice_A,CS_CAL,2024,17,0.0,0,[]
rice_A,CS_CAL,2024,18,0.0,0,[]
rice_A,CS_CAL,2024,19,0.0,0,[]
rice_A,CS_CAL,2024,20,0.0,0,[]
rice_A,CS_CAL,2024,21,0.0,0,[]
rice_A,CS_CAL,2024,22,0.0,0,[]
rice_A,CS_CAL,2024,23,0.0,0,[]
rice_A,CS_CAL,2024,24,0.0,0,[]
rice_A,CS_CAL,2024,25,0.0,0,[]
rice_A,CS_CAL,2024,26,0.0,0,[]
rice_A,CS_CAL,2024,27,0.0,0,[]
rice_A,CS_CAL,2024,28,0.0,0,[]
rice_A,CS_CAL,2024,29,0.0,0,[]
rice_A,CS_CAL,2024,30,0.0,0,[]
rice_A,CS_CAL,2024,31,0.0,0,[]
rice_A,CS_CAL,2024,32,0.0,0,[]
rice_A,CS_CAL,2024,33,0.0,0,[]
rice_A,CS_CAL,2024,34,0.0,0,[]
rice_A,CS_CAL,2024,35,0.0,0,[]
rice_A,CS_CAL,2024,36,0.0,0,[]
rice_A,CS_CAL,2024,37,0.0,0,[]
rice_A,CS_CAL,2024,38,0.0,0,[]
rice_A,CS_CAL,2024,39,0.0,0,[]
rice_A,CS_CAL,2024,40,0.0,0,[]
rice_A,CS_CAL,2024,41,0.0,0,[]
rice_A,CS_CAL,2024,42,0.0,0,[]
rice_A,CS_CAL,2024,43,0.0,0,[]
rice_A,CS_CAL,2024,44,0.0,0,[]
rice_A,CS_CAL,2024,45,0.0,0,[]
rice_A,CS_CAL,2024,46,0.0,0,[]
rice_A,CS_CAL,2024,47,0.0,0,[]
rice_A,CS_CAL,2024,48,0.0,0,[]
rice_A,CS_CAL,2024,49,0.0,0,[]
rice_A,CS_CAL,2024,50,0.0,0,[]
rice_A,CS_CAL,2024,51,0.0,0,[]
rice_A,CS_CAL,2024,52,0.0,0,[]
rice_A,CS_CAL,2025,01,101.0,2,"['CS_CAL2025010001', 'CS_CAL2025010002']"
rice_A,CS_CAL,2025,02,141.4,2,"['CS_CAL2025020001', 'CS_CAL2025020002']"
rice_A,CS_CAL,2025,03,141.4,2,"['CS_CAL2025030001', 'CS_CAL2025030002']"
rice_A,CS_CAL,2025,04,141.4,2,"['CS_CAL2025040001', 'CS_CAL2025040002']"
rice_A,CS_CAL,2025,05,141.4,2,"['CS_CAL2025050001', 'CS_CAL2025050002']"
rice_A,CS_CAL,2025,06,141.4,2,"['CS_CAL2025060001', 'CS_CAL2025060002']"
rice_A,CS_CAL,2025,07,141.4,2,"['CS_CAL2025070001', 'CS_CAL2025070002']"
rice_A,CS_CAL,2025,08,141.4,2,"['CS_CAL2025080001', 'CS_CAL2025080002']"
rice_A,CS_CAL,2025,09,141.4,2,"['CS_CAL2025090001', 'CS_CAL2025090002']"
rice_A,CS_CAL,2025,10,141.4,2,"['CS_CAL2025100001', 'CS_CAL2025100002']"
rice_A,CS_CAL,2025,11,141.4,2,"['CS_CAL2025110001', 'CS_CAL2025110002']"
rice_A,CS_CAL,2025,12,141.4,2,"['CS_CAL2025120001', 'CS_CAL2025120002']"
rice_A,CS_CAL,2025,13,141.4,2,"['CS_CAL2025130001', 'CS_CAL2025130002']"
rice_A,CS_CAL,2025,14,141.4,2,"['CS_CAL2025140001', 'CS_CAL2025140002']"
rice_A,CS_CAL,2025,15,141.4,2,"['CS_CAL2025150001', 'CS_CAL2025150002']"
rice_A,CS_CAL,2025,16,141.4,2,"['CS_CAL2025160001', 'CS_CAL2025160002']"
rice_A,CS_CAL,2025,17,141.4,2,"['CS_CAL2025170001', 'CS_CAL2025170002']"
rice_A,CS_CAL,2025,18,141.4,2,"['CS_CAL2025180001', 'CS_CAL2025180002']"
rice_A,CS_CAL,2025,19,141.4,2,"['CS_CAL2025190001', 'CS_CAL2025190002']"
rice_A,CS_CAL,2025,20,141.4,2,"['CS_CAL2025200001', 'CS_CAL2025200002']"
rice_A,CS_CAL,2025,21,141.4,2,"['CS_CAL2025210001', 'CS_CAL2025210002']"
rice_A,CS_CAL,2025,22,141.4,2,"['CS_CAL2025220001', 'CS_CAL2025220002']"
rice_A,CS_CAL,2025,23,141.4,2,"['CS_CAL2025230001', 'CS_CAL2025230002']"
rice_A,CS_CAL,2025,24,141.4,2,"['CS_CAL2025240001', 'CS_CAL2025240002']"
rice_A,CS_CAL,2025,25,141.4,2,"['CS_CAL2025250001', 'CS_CAL2025250002']"
rice_A,CS_CAL,2025,26,141.4,2,"['CS_CAL2025260001', 'CS_CAL2025260002']"
rice_A,CS_CAL,2025,27,141.4,2,"['CS_CAL2025270001', 'CS_CAL2025270002']"
rice_A,CS_CAL,2025,28,141.4,2,"['CS_CAL2025280001', 'CS_CAL2025280002']"
rice_A,CS_CAL,2025,29,141.4,2,"['CS_CAL2025290001', 'CS_CAL2025290002']"
rice_A,CS_CAL,2025,30,141.4,2,"['CS_CAL2025300001', 'CS_CAL2025300002']"
rice_A,CS_CAL,2025,31,141.4,2,"['CS_CAL2025310001', 'CS_CAL2025310002']"
rice_A,CS_CAL,2025,32,141.4,2,"['CS_CAL2025320001', 'CS_CAL2025320002']"
rice_A,CS_CAL,2025,33,141.4,2,"['CS_CAL2025330001', 'CS_CAL2025330002']"
rice_A,CS_CAL,2025,34,141.4,2,"['CS_CAL2025340001', 'CS_CAL2025340002']"
rice_A,CS_CAL,2025,35,141.4,2,"['CS_CAL2025350001', 'CS_CAL2025350002']"
rice_A,CS_CAL,2025,36,141.4,2,"['CS_CAL2025360001', 'CS_CAL2025360002']"
rice_A,CS_CAL,2025,37,141.4,2,"['CS_CAL2025370001', 'CS_CAL2025370002']"
rice_A,CS_CAL,2025,38,141.4,2,"['CS_CAL2025380001', 'CS_CAL2025380002']"
rice_A,CS_CAL,2025,39,141.4,2,"['CS_CAL2025390001', 'CS_CAL2025390002']"
rice_A,CS_CAL,2025,40,141.4,2,"['CS_CAL2025400001', 'CS_CAL2025400002']"
