product_name,node_name,iso_year,iso_week,value,S_lot,lot_id_list
prod-A,CS_CAL,2024,01,0.0,0,[]
prod-A,CS_CAL,2024,02,0.0,0,[]
prod-A,CS_CAL,2024,03,0.0,0,[]
prod-A,CS_CAL,2024,04,0.0,0,[]
prod-A,CS_CAL,2024,05,0.0,0,[]
prod-A,CS_CAL,2024,06,0.0,0,[]
prod-A,CS_CAL,2024,07,0.0,0,[]
prod-A,CS_CAL,2024,08,0.0,0,[]
prod-A,CS_CAL,2024,09,0.0,0,[]
prod-A,CS_CAL,2024,10,0.0,0,[]
prod-A,CS_CAL,2024,11,0.0,0,[]
prod-A,CS_CAL,2024,12,0.0,0,[]
prod-A,CS_CAL,2024,13,0.0,0,[]
prod-A,CS_CAL,2024,14,0.0,0,[]
prod-A,CS_CAL,2024,15,0.0,0,[]
prod-A,CS_CAL,2024,16,0.0,0,[]
prod-A,CS_CAL,2024,17,0.0,0,[]
prod-A,CS_CAL,2024,18,0.0,0,[]
prod-A,CS_CAL,2024,19,0.0,0,[]
prod-A,CS_CAL,2024,20,0.0,0,[]
prod-A,CS_CAL,2024,21,0.0,0,[]
prod-A,CS_CAL,2024,22,20.0,2,"['CS_CAL2024220001', 'CS_CAL2024220002']"
prod-A,CS_CAL,2024,23,70.0,7,"['CS_CAL2024230001', 'CS_CAL2024230002', 'CS_CAL2024230003', 'CS_CAL2024230004', 'CS_CAL2024230005', 'CS_CAL2024230006', 'CS_CAL2024230007']"
prod-A,CS_CAL,2024,24,70.0,7,"['CS_CAL2024240001', 'CS_CAL2024240002', 'CS_CAL2024240003', 'CS_CAL2024240004', 'CS_CAL2024240005', 'CS_CAL2024240006', 'CS_CAL2024240007']"
prod-A,CS_CAL,2024,25,70.0,7,"['CS_CAL2024250001', 'CS_CAL2024250002', 'CS_CAL2024250003', 'CS_CAL2024250004', 'CS_CAL2024250005', 'CS_CAL2024250006', 'CS_CAL2024250007']"
prod-A,CS_CAL,2024,26,70.0,7,"['CS_CAL2024260001', 'CS_CAL2024260002', 'CS_CAL2024260003', 'CS_CAL2024260004', 'CS_CAL2024260005', 'CS_CAL2024260006', 'CS_CAL2024260007']"
prod-A,CS_CAL,2024,27,70.0,7,"['CS_CAL2024270001', 'CS_CAL2024270002', 'CS_CAL2024270003', 'CS_CAL2024270004', 'CS_CAL2024270005', 'CS_CAL2024270006', 'CS_CAL2024270007']"
prod-A,CS_CAL,2024,28,70.0,7,"['CS_CAL2024280001', 'CS_CAL2024280002', 'CS_CAL2024280003', 'CS_CAL2024280004', 'CS_CAL2024280005', 'CS_CAL2024280006', 'CS_CAL2024280007']"
prod-A,CS_CAL,2024,29,70.0,7,"['CS_CAL2024290001', 'CS_CAL2024290002', 'CS_CAL2024290003', 'CS_CAL2024290004', 'CS_CAL2024290005', 'CS_CAL2024290006', 'CS_CAL2024290007']"
prod-A,CS_CAL,2024,30,70.0,7,"['CS_CAL2024300001', 'CS_CAL2024300002', 'CS_CAL2024300003', 'CS_CAL2024300004', 'CS_CAL2024300005', 'CS_CAL2024300006', 'CS_CAL2024300007']"
prod-A,CS_CAL,2024,31,70.0,7,"['CS_CAL2024310001', 'CS_CAL2024310002', 'CS_CAL2024310003', 'CS_CAL2024310004', 'CS_CAL2024310005', 'CS_CAL2024310006', 'CS_CAL2024310007']"
prod-A,CS_CAL,2024,32,70.0,7,"['CS_CAL2024320001', 'CS_CAL2024320002', 'CS_CAL2024320003', 'CS_CAL2024320004', 'CS_CAL2024320005', 'CS_CAL2024320006', 'CS_CAL2024320007']"
